"","genus","binomial","body_mass","body_length","age","sex","longitude","latitude","status"
"27855","Delomys","Delomys dorsalis",54,108,"adult","male",-50.387945,-29.420098,"alive"
"27856","Delomys","Delomys dorsalis",42,121,"adult","female",-50.388398,-29.433909,"alive"
"27857","Delomys","Delomys dorsalis",50,116,"adult","male",-50.389769,-29.418484,"alive"
"27858","Delomys","Delomys dorsalis",38,111,"adult","female",-50.387945,-29.420098,"alive"
"27859","Delomys","Delomys dorsalis",42,108,"adult","male",-50.388358,-29.410736,"alive"
"27860","Delomys","Delomys dorsalis",47,110,"adult","male",-50.388358,-29.410736,"alive"
"27861","Delomys","Delomys dorsalis",62,127,"adult","male",-50.388358,-29.410736,"alive"
"27862","Delomys","Delomys dorsalis",55,131,"adult","female",-50.389769,-29.418484,"alive"
"27863","Delomys","Delomys dorsalis",35,94,"juvenile","male",-50.386926,-29.409172,"alive"
"27864","Delomys","Delomys dorsalis",21,92,"juvenile","female",-50.386926,-29.409172,"alive"
"27865","Delomys","Delomys dorsalis",50,120,"adult","male",-50.388398,-29.433909,"alive"
"27866","Delomys","Delomys dorsalis",22,78,"juvenile","male",-50.386926,-29.409172,"alive"
"27867","Delomys","Delomys dorsalis",28,99,"juvenile","female",-50.389769,-29.418484,"alive"
"27868","Delomys","Delomys dorsalis",21,100,"adult","female",-50.386926,-29.409172,"alive"
"27869","Delomys","Delomys dorsalis",22,89,"juvenile","male",-50.386926,-29.409172,"alive"
"27870","Delomys","Delomys dorsalis",41,126,"adult","female",-50.388358,-29.410736,"alive"
"27871","Delomys","Delomys dorsalis",47,116,"adult","female",-50.392287,-29.434648,"alive"
"27872","Delomys","Delomys dorsalis",45,111,"adult","male",-50.391601,-29.431914,"alive"
"27873","Delomys","Delomys dorsalis",43,104,"adult","female",-50.386926,-29.409172,"alive"
"27874","Delomys","Delomys dorsalis",19,85,"juvenile","female",-50.388358,-29.410736,"alive"
"27875","Delomys","Delomys dorsalis",35,93,"juvenile","female",-50.38715,-29.426836,"alive"
"27876","Delomys","Delomys dorsalis",23,80,"juvenile","female",-50.392287,-29.434648,"alive"
"27877","Delomys","Delomys dorsalis",35,115,"adult","female",-50.388398,-29.433909,"alive"
"27878","Delomys","Delomys dorsalis",45,108,"adult","female",-50.391601,-29.431914,"alive"
"27879","Delomys","Delomys dorsalis",40,105,"adult","male",-50.391601,-29.431914,"alive"
"27880","Delomys","Delomys dorsalis",44,112,"adult","female",-50.391601,-29.431914,"alive"
"27881","Delomys","Delomys dorsalis",63,143,"adult","male",-50.392287,-29.434648,"alive"
"27882","Delomys","Delomys dorsalis",66,112,"adult","female",-50.391601,-29.431914,"alive"
"27883","Delomys","Delomys dorsalis",61,116,"adult","female",-50.392287,-29.434648,"alive"
"27884","Delomys","Delomys dorsalis",38,99,"juvenile","male",-50.388398,-29.433909,"alive"
"27885","Delomys","Delomys dorsalis",20,79,"juvenile","female",-50.388398,-29.433909,"alive"
"27886","Delomys","Delomys dorsalis",61,129,"adult","female",-50.391601,-29.431914,"alive"
"27887","Delomys","Delomys dorsalis",38,107,"adult","male",-50.392287,-29.434648,"alive"
"27888","Delomys","Delomys dorsalis",23,85,"juvenile","female",-50.392287,-29.434648,"alive"
"27889","Delomys","Delomys dorsalis",20,86,"juvenile","male",-50.388398,-29.433909,"alive"
"27890","Delomys","Delomys dorsalis",16,86,"juvenile","female",-50.392287,-29.434648,"alive"
"27891","Delomys","Delomys dorsalis",37,102,"adult","female",-50.38715,-29.426836,"alive"
"27892","Delomys","Delomys dorsalis",29,83,"juvenile","female",-50.38715,-29.426836,"alive"
"27893","Delomys","Delomys dorsalis",34,103,"adult","female",-50.388398,-29.433909,"alive"
"27894","Delomys","Delomys dorsalis",12,87,"juvenile","female",-50.388398,-29.433909,"alive"
"27895","Delomys","Delomys dorsalis",69,120,"adult","male",-50.392287,-29.434648,"alive"
"27896","Delomys","Delomys dorsalis",61,114,"adult","male",-50.392287,-29.434648,"alive"
"27897","Delomys","Delomys dorsalis",57,114,"adult","male",-50.392287,-29.434648,"alive"
"27898","Delomys","Delomys dorsalis",45,106,"adult","male",-50.386926,-29.409172,"alive"
"27899","Delomys","Delomys dorsalis",54,100,"adult","female",-50.386926,-29.409172,"alive"
"27900","Delomys","Delomys dorsalis",11,90,"juvenile","male",-50.388358,-29.410736,"alive"
"27901","Delomys","Delomys dorsalis",34,105,"adult","male",-50.389769,-29.418484,"alive"
"27902","Delomys","Delomys dorsalis",45,111,"adult","male",-50.389769,-29.418484,"alive"
"27903","Delomys","Delomys dorsalis",35,88,"juvenile","female",-50.387945,-29.420098,"alive"
"27904","Delomys","Delomys dorsalis",62,129,"adult","male",-50.389769,-29.418484,"alive"
"27905","Delomys","Delomys dorsalis",55,110,"adult","male",-50.389769,-29.418484,"alive"
"27906","Delomys","Delomys dorsalis",20,83,"juvenile","female",-50.386926,-29.409172,"alive"
"27907","Delomys","Delomys dorsalis",20,96,"juvenile","male",-50.386926,-29.409172,"alive"
"27908","Delomys","Delomys dorsalis",39,115,"adult","female",-50.389769,-29.418484,"alive"
"27909","Delomys","Delomys dorsalis",34,95,"juvenile","female",-50.388358,-29.410736,"alive"
"27910","Delomys","Delomys dorsalis",65,131,"adult","male",-50.386926,-29.409172,"alive"
"27911","Delomys","Delomys dorsalis",30,105,"adult","female",-50.386926,-29.409172,"alive"
"27912","Delomys","Delomys dorsalis",35,105,"adult","female",-50.389769,-29.418484,"alive"
"27913","Delomys","Delomys dorsalis",47,122,"adult","female",-50.388358,-29.410736,"alive"
"27914","Delomys","Delomys dorsalis",43,114,"adult","male",-50.387945,-29.420098,"alive"
"27915","Delomys","Delomys dorsalis",53,119,"adult","male",-50.389769,-29.418484,"alive"
"27916","Delomys","Delomys dorsalis",59,129,"adult","male",-50.389769,-29.418484,"alive"
"27917","Delomys","Delomys dorsalis",47,120,"adult","female",-50.389769,-29.418484,"alive"
"27918","Delomys","Delomys dorsalis",52,114,"adult","male",-50.387945,-29.420098,"alive"
"27919","Delomys","Delomys dorsalis",28,118,"adult","male",-50.386926,-29.409172,"alive"
"27920","Delomys","Delomys dorsalis",34,97,"juvenile","male",-50.388358,-29.410736,"alive"
"27921","Delomys","Delomys dorsalis",45,103,"adult","male",-50.386926,-29.409172,"alive"
"27922","Delomys","Delomys dorsalis",20,89,"juvenile","female",-50.389769,-29.418484,"alive"
"27923","Delomys","Delomys dorsalis",27,97,"juvenile","female",-50.388358,-29.410736,"alive"
"27924","Delomys","Delomys dorsalis",44,114,"adult","male",-50.388398,-29.433909,"alive"
"27925","Delomys","Delomys dorsalis",37,105,"adult","female",-50.392287,-29.434648,"alive"
"27926","Delomys","Delomys dorsalis",81,133,"adult","male",-50.388398,-29.433909,"alive"
"27927","Delomys","Delomys dorsalis",47,126,"adult","male",-50.388398,-29.433909,"alive"
"27928","Delomys","Delomys dorsalis",47,112,"adult","female",-50.388398,-29.433909,"alive"
"27929","Delomys","Delomys dorsalis",46,121,"adult","male",-50.392287,-29.434648,"alive"
"27930","Delomys","Delomys dorsalis",62,134,"adult","male",-50.388398,-29.433909,"alive"
"27931","Delomys","Delomys dorsalis",41,99,"juvenile","female",-50.388398,-29.433909,"alive"
"27932","Delomys","Delomys dorsalis",47,100,"adult","female",-50.392287,-29.434648,"alive"
"27933","Delomys","Delomys dorsalis",42,105,"adult","male",-50.388398,-29.433909,"alive"
"27934","Delomys","Delomys dorsalis",10,71,"juvenile","male",-50.388398,-29.433909,"alive"
"27935","Delomys","Delomys dorsalis",38,107,"adult","female",-50.388398,-29.433909,"alive"
"27936","Delomys","Delomys dorsalis",44,105,"adult","male",-50.38715,-29.426836,"alive"
"27937","Delomys","Delomys dorsalis",44,120,"adult","female",-50.392287,-29.434648,"alive"
"27938","Delomys","Delomys dorsalis",50,125,"adult","female",-50.392287,-29.434648,"alive"
"27939","Delomys","Delomys dorsalis",45,117,"adult","female",-50.392287,-29.434648,"alive"
"27940","Delomys","Delomys dorsalis",50,120,"adult","female",-50.392287,-29.434648,"alive"
"27941","Delomys","Delomys dorsalis",43,116,"adult","male",-50.392287,-29.434648,"alive"
"27942","Delomys","Delomys dorsalis",63,117,"adult","female",-50.388398,-29.433909,"alive"
"27943","Delomys","Delomys dorsalis",40,117,"adult","female",-50.388398,-29.433909,"alive"
"27944","Delomys","Delomys dorsalis",47,120,"adult","male",-50.392287,-29.434648,"alive"
"27945","Delomys","Delomys dorsalis",50,113,"adult","female",-50.388398,-29.433909,"alive"
"27946","Delomys","Delomys dorsalis",51,121,"adult","female",-50.388398,-29.433909,"alive"
"27947","Delomys","Delomys dorsalis",51,115,"adult","male",-50.392287,-29.434648,"alive"
"27948","Delomys","Delomys dorsalis",57,116,"adult","male",-50.386926,-29.409172,"alive"
"27949","Delomys","Delomys dorsalis",43,110,"adult","male",-50.388398,-29.433909,"alive"
"27950","Delomys","Delomys dorsalis",37,85,"juvenile","female",-50.392287,-29.434648,"alive"
"27951","Delomys","Delomys dorsalis",40,102,"adult","male",-50.388398,-29.433909,"alive"
"27952","Delomys","Delomys dorsalis",62,130,"adult","female",-50.388398,-29.433909,"alive"
"27953","Delomys","Delomys dorsalis",35,101,"adult","female",-50.391601,-29.431914,"alive"
"27954","Delomys","Delomys dorsalis",46,109,"adult","female",-50.38715,-29.426836,"alive"
"27955","Delomys","Delomys dorsalis",44,115,"adult","male",-50.391601,-29.431914,"alive"
"27956","Delomys","Delomys dorsalis",48,117,"adult","male",-50.391601,-29.431914,"alive"
"27957","Delomys","Delomys dorsalis",50,114,"adult","male",-50.392287,-29.434648,"alive"
"27958","Delomys","Delomys dorsalis",39,115,"adult","female",-50.392287,-29.434648,"alive"
"27959","Delomys","Delomys dorsalis",40,107,"adult","male",-50.392287,-29.434648,"alive"
"27960","Delomys","Delomys dorsalis",68,117,"adult","male",-50.38715,-29.426836,"alive"
"27961","Delomys","Delomys dorsalis",45,117,"adult","male",-50.391601,-29.431914,"alive"
"27962","Delomys","Delomys dorsalis",39,109,"adult","male",-50.391601,-29.431914,"alive"
"27963","Delomys","Delomys dorsalis",35,92,"juvenile","female",-50.392287,-29.434648,"alive"
"27964","Delomys","Delomys dorsalis",45,113,"adult","female",-50.392287,-29.434648,"alive"
"27965","Delomys","Delomys dorsalis",58,98,"juvenile","female",-50.388398,-29.433909,"alive"
"27966","Delomys","Delomys dorsalis",40,100,"adult","female",-50.38715,-29.426836,"alive"
"27967","Delomys","Delomys dorsalis",50,117,"adult","male",-50.392287,-29.434648,"alive"
"27968","Delomys","Delomys dorsalis",45,114,"adult","female",-50.392287,-29.434648,"alive"
"27969","Delomys","Delomys dorsalis",49,99,"juvenile","female",-50.38715,-29.426836,"alive"
"27970","Delomys","Delomys dorsalis",37,109,"adult","female",-50.391601,-29.431914,"alive"
"27971","Delomys","Delomys dorsalis",73,135,"adult","male",-50.38715,-29.426836,"alive"
"27972","Delomys","Delomys dorsalis",41,110,"adult","male",-50.391601,-29.431914,"alive"
"27973","Delomys","Delomys dorsalis",56,112,"adult","female",-50.388398,-29.433909,"alive"
"27974","Delomys","Delomys dorsalis",65,129,"adult","male",-50.388358,-29.410736,"alive"
"27975","Delomys","Delomys dorsalis",41,106,"adult","female",-50.387945,-29.420098,"alive"
"27976","Delomys","Delomys dorsalis",69,141,"adult","male",-50.389769,-29.418484,"alive"
"27977","Delomys","Delomys dorsalis",40,115,"adult","female",-50.38715,-29.426836,"alive"
"27978","Delomys","Delomys dorsalis",56,107,"adult","male",-50.38715,-29.426836,"alive"
"27979","Delomys","Delomys dorsalis",68,138,"adult","male",-50.388398,-29.433909,"alive"
"27980","Delomys","Delomys dorsalis",61,134,"adult","female",-50.392287,-29.434648,"dead"
"27981","Delomys","Delomys dorsalis",15,75,"juvenile","male",-50.38715,-29.426836,"dead"
"27983","Delomys","Delomys dorsalis",45,119,"adult","female",-50.391601,-29.431914,"alive"
"27984","Delomys","Delomys dorsalis",33,95,"juvenile","female",-50.38715,-29.426836,"dead"
"27986","Delomys","Delomys dorsalis",60,111,"adult","female",-50.392287,-29.434648,"alive"
"27987","Delomys","Delomys dorsalis",5,62,"juvenile","male",-50.388398,-29.433909,"alive"
"27988","Delomys","Delomys dorsalis",56,137,"adult","male",-50.38938,-29.41959,"alive"
"27989","Delomys","Delomys dorsalis",30,108,"adult","male",-50.38938,-29.41959,"alive"
"27990","Delomys","Delomys dorsalis",50,125,"adult","male",-50.387045,-29.430814,"alive"
"27991","Delomys","Delomys dorsalis",41,117,"adult","female",-50.38938,-29.41959,"alive"
"27992","Delomys","Delomys dorsalis",33,119,"adult","female",-50.38938,-29.41959,"alive"
"27993","Delomys","Delomys dorsalis",16,87,"juvenile","female",-50.387045,-29.430814,"alive"
"27994","Delomys","Delomys dorsalis",36,117,"adult","female",-50.38938,-29.41959,"alive"
"27995","Delomys","Delomys dorsalis",49,120,"adult","male",-50.387045,-29.430814,"alive"
"27996","Delomys","Delomys dorsalis",57,127,"adult","male",-50.387045,-29.430814,"alive"
"27997","Delomys","Delomys dorsalis",30,105,"adult","male",-50.385513,-29.428689,"alive"
"27998","Delomys","Delomys dorsalis",44,113,"adult","female",-50.385513,-29.428689,"alive"
"27999","Delomys","Delomys dorsalis",48,125,"adult","male",-50.385513,-29.428689,"alive"
"28000","Delomys","Delomys dorsalis",36,105,"adult","female",-50.387045,-29.430814,"alive"
"28001","Delomys","Delomys dorsalis",45,119,"adult","male",-50.385513,-29.428689,"alive"
"28002","Delomys","Delomys dorsalis",38,112,"adult","female",-50.387045,-29.430814,"alive"
"28003","Delomys","Delomys dorsalis",46,118,"adult","female",-50.38938,-29.41959,"alive"
"28004","Delomys","Delomys dorsalis",43,117,"adult","male",-50.38938,-29.41959,"alive"
"28005","Delomys","Delomys dorsalis",32,98,"juvenile","female",-50.392159,-29.42583,"alive"
"28006","Delomys","Delomys dorsalis",26,105,"adult","female",-50.392159,-29.42583,"dead"
"28007","Delomys","Delomys dorsalis",38,106,"adult","female",-50.392159,-29.42583,"alive"
"28008","Delomys","Delomys dorsalis",39,108,"adult","female",-50.397346,-29.419349,"alive"
"28009","Delomys","Delomys dorsalis",43,120,"adult","male",-50.392159,-29.42583,"alive"
"28010","Delomys","Delomys dorsalis",64,123,"adult","male",-50.38938,-29.41959,"alive"
"28011","Delomys","Delomys dorsalis",59,119,"adult","male",-50.38938,-29.41959,"alive"
"28012","Delomys","Delomys dorsalis",69,130,"adult","female",-50.390844,-29.423937,"alive"
"28013","Delomys","Delomys dorsalis",82,127,"adult","female",-50.390844,-29.423937,"alive"
"28014","Delomys","Delomys dorsalis",18,79,"juvenile","female",-50.390844,-29.423937,"alive"
"28015","Delomys","Delomys dorsalis",76,125,"adult","female",-50.398763,-29.421234,"alive"
"28016","Delomys","Delomys dorsalis",43,112,"adult","male",-50.392159,-29.42583,"alive"
"28017","Delomys","Delomys dorsalis",60,125,"adult","female",-50.392159,-29.42583,"alive"
"28018","Delomys","Delomys dorsalis",34,115,"adult","female",-50.397346,-29.419349,"alive"
"28019","Delomys","Delomys dorsalis",43,122,"adult","female",-50.392159,-29.42583,"alive"
"28020","Delomys","Delomys dorsalis",83,145,"adult","male",-50.392159,-29.42583,"alive"
"28021","Delomys","Delomys dorsalis",38,115,"adult","female",-50.392159,-29.42583,"alive"
"28022","Delomys","Delomys dorsalis",40,115,"adult","male",-50.398763,-29.421234,"alive"
"28023","Delomys","Delomys dorsalis",48,114,"adult","male",-50.390844,-29.423937,"alive"
"28024","Delomys","Delomys dorsalis",84,150,"adult","male",-50.392159,-29.42583,"alive"
"28025","Delomys","Delomys dorsalis",36,109,"adult","female",-50.398763,-29.421234,"alive"
"28026","Delomys","Delomys dorsalis",24,98,"juvenile","male",-50.398763,-29.421234,"alive"
"28027","Delomys","Delomys dorsalis",68,135,"adult","male",-50.390844,-29.423937,"alive"
"28028","Delomys","Delomys dorsalis",63,124,"adult","female",-50.390844,-29.423937,"alive"
"28029","Delomys","Delomys dorsalis",75,135,"adult","female",-50.398763,-29.421234,"alive"
"28030","Delomys","Delomys dorsalis",64,138,"adult","female",-50.392159,-29.42583,"alive"
"28031","Delomys","Delomys dorsalis",53,125,"adult","female",-50.397346,-29.419349,"alive"
"28032","Delomys","Delomys dorsalis",67,125,"adult","female",-50.392159,-29.42583,"alive"
"28033","Delomys","Delomys dorsalis",18,86,"juvenile","male",-50.392159,-29.42583,"alive"
"28034","Delomys","Delomys dorsalis",24,83,"juvenile","male",-50.398763,-29.421234,"alive"
"28035","Delomys","Delomys dorsalis",80,150,"adult","male",-50.398763,-29.421234,"alive"
"28036","Delomys","Delomys dorsalis",58,135,"adult","female",-50.397346,-29.419349,"alive"
"28037","Delomys","Delomys dorsalis",59,125,"adult","female",-50.392159,-29.42583,"alive"
"28038","Delomys","Delomys dorsalis",72,137,"adult","female",-50.390844,-29.423937,"alive"
"28039","Delomys","Delomys dorsalis",33,110,"adult","male",-50.398763,-29.421234,"alive"
"28040","Delomys","Delomys dorsalis",49,120,"adult","female",-50.398763,-29.421234,"alive"
"28041","Delomys","Delomys dorsalis",62,125,"adult","female",-50.392159,-29.42583,"alive"
"28042","Delomys","Delomys dorsalis",40,115,"adult","male",-50.392159,-29.42583,"alive"
"28043","Delomys","Delomys dorsalis",22,89,"juvenile","female",-50.398763,-29.421234,"alive"
"28044","Delomys","Delomys dorsalis",62,135,"adult","male",-50.390844,-29.423937,"alive"
"28045","Delomys","Delomys dorsalis",65,130,"adult","female",-50.390844,-29.423937,"alive"
"28046","Delomys","Delomys dorsalis",52,124,"adult","male",-50.397346,-29.419349,"alive"
"28047","Delomys","Delomys dorsalis",67,130,"adult","male",-50.38938,-29.41959,"alive"
"28048","Delomys","Delomys dorsalis",63,119,"adult","female",-50.392159,-29.42583,"alive"
"28049","Delomys","Delomys dorsalis",38,110,"adult","female",-50.390844,-29.423937,"alive"
"28050","Delomys","Delomys dorsalis",45,117,"adult","female",-50.398763,-29.421234,"alive"
"28051","Delomys","Delomys dorsalis",44,115,"adult","female",-50.392159,-29.42583,"alive"
"28052","Delomys","Delomys dorsalis",65,135,"adult","female",-50.397346,-29.419349,"alive"
"28053","Delomys","Delomys dorsalis",42,107,"adult","female",-50.390844,-29.423937,"alive"
"28054","Delomys","Delomys dorsalis",38,125,"adult","male",-50.398763,-29.421234,"alive"
"28055","Delomys","Delomys dorsalis",50,114,"adult","male",-50.397346,-29.419349,"alive"
"28056","Delomys","Delomys dorsalis",43,120,"adult","female",-50.398763,-29.421234,"alive"
"28057","Delomys","Delomys dorsalis",47,122,"adult","female",-50.398763,-29.421234,"alive"
"28058","Delomys","Delomys dorsalis",35,108,"adult","male",-50.390844,-29.423937,"alive"
"28059","Delomys","Delomys dorsalis",46,115,"adult","female",-50.398763,-29.421234,"alive"
"28060","Delomys","Delomys dorsalis",48,113,"adult","female",-50.397346,-29.419349,"alive"
"28061","Delomys","Delomys dorsalis",43,115,"adult","female",-50.387045,-29.430814,"alive"
"28062","Delomys","Delomys dorsalis",63,128,"adult","male",-50.392159,-29.42583,"alive"
"28063","Delomys","Delomys dorsalis",40,115,"adult","male",-50.397346,-29.419349,"alive"
"28064","Delomys","Delomys dorsalis",43,112,"adult","male",-50.392583,-29.416944,"alive"
"28065","Delomys","Delomys dorsalis",63,130,"adult","female",-50.397346,-29.419349,"alive"
"28066","Delomys","Delomys dorsalis",38,112,"adult","female",-50.392159,-29.42583,"alive"
"28067","Delomys","Delomys dorsalis",28,105,"adult","female",-50.390844,-29.423937,"alive"
"28068","Delomys","Delomys dorsalis",17,85,"juvenile","male",-50.390844,-29.423937,"alive"
"28069","Delomys","Delomys dorsalis",87,142,"adult","male",-50.390844,-29.423937,"alive"
"28070","Delomys","Delomys dorsalis",46,110,"adult","female",-50.397346,-29.419349,"alive"
"28071","Delomys","Delomys dorsalis",56,104,"adult","male",-50.390844,-29.423937,"alive"
"28072","Delomys","Delomys dorsalis",40,106,"adult","male",-50.397346,-29.419349,"alive"
"28073","Delomys","Delomys dorsalis",53,115,"adult","male",-50.392159,-29.42583,"alive"
"28074","Delomys","Delomys dorsalis",31,85,"juvenile","female",-50.397346,-29.419349,"alive"
"28075","Delomys","Delomys dorsalis",51,118,"adult","female",-50.398763,-29.421234,"alive"
"28076","Delomys","Delomys dorsalis",61,122,"adult","male",-50.397346,-29.419349,"alive"
"28077","Delomys","Delomys dorsalis",42,117,"adult","female",-50.390844,-29.423937,"alive"
"28078","Delomys","Delomys dorsalis",60,125,"adult","male",-50.390844,-29.423937,"alive"
"28079","Delomys","Delomys dorsalis",58,117,"adult","female",-50.398763,-29.421234,"alive"
"28080","Delomys","Delomys dorsalis",47,110,"adult","female",-50.398763,-29.421234,"alive"
"28081","Delomys","Delomys dorsalis",67,131,"adult","male",-50.392159,-29.42583,"alive"
"28082","Delomys","Delomys dorsalis",46,104,"adult","female",-50.397346,-29.419349,"alive"
"28083","Delomys","Delomys dorsalis",45,113,"adult","female",-50.390844,-29.423937,"alive"
"28084","Delomys","Delomys dorsalis",46,116,"adult","female",-50.390844,-29.423937,"alive"
"28085","Delomys","Delomys dorsalis",51,121,"adult","male",-50.397346,-29.419349,"alive"
"28086","Delomys","Delomys dorsalis",48,112,"adult","female",-50.397346,-29.419349,"alive"
"28087","Delomys","Delomys dorsalis",53,112,"adult","female",-50.397346,-29.419349,"alive"
"28088","Delomys","Delomys dorsalis",57,124,"adult","male",-50.398763,-29.421234,"alive"
"28089","Delomys","Delomys dorsalis",51,100,"adult","female",-50.398763,-29.421234,"alive"
"28090","Delomys","Delomys dorsalis",53,113,"adult","male",-50.397346,-29.419349,"alive"
"28091","Delomys","Delomys dorsalis",51,113,"adult","female",-50.390844,-29.423937,"alive"
"28092","Delomys","Delomys dorsalis",36,129,"adult","male",-50.392159,-29.42583,"alive"
"28093","Delomys","Delomys dorsalis",55,127,"adult","female",-50.385513,-29.428689,"alive"
"28094","Delomys","Delomys dorsalis",46,107,"adult","female",-50.398763,-29.421234,"alive"
"28095","Delomys","Delomys dorsalis",53,113,"adult","male",-50.390844,-29.423937,"alive"
"28096","Delomys","Delomys dorsalis",54,113,"adult","female",-50.38938,-29.41959,"alive"
"28097","Delomys","Delomys dorsalis",68,115,"adult","male",-50.392159,-29.42583,"alive"
"28098","Delomys","Delomys dorsalis",38,115,"adult","male",-50.38938,-29.41959,"alive"
"28099","Delomys","Delomys dorsalis",55,126,"adult","male",-50.387045,-29.430814,"alive"
"28100","Delomys","Delomys dorsalis",42,114,"adult","male",-50.390844,-29.423937,"alive"
"28101","Delomys","Delomys dorsalis",71,115,"adult","male",-50.397346,-29.419349,"alive"
"28102","Delomys","Delomys dorsalis",78,121,"adult","male",-50.390844,-29.423937,"alive"
"28103","Delomys","Delomys dorsalis",32,100,"adult","female",-50.387045,-29.430814,"alive"
"28104","Delomys","Delomys dorsalis",47,131,"adult","female",-50.397346,-29.419349,"alive"
"28105","Delomys","Delomys dorsalis",52,114,"adult","female",-50.392159,-29.42583,"alive"
"28106","Delomys","Delomys dorsalis",50,113,"adult","female",-50.397346,-29.419349,"alive"
"28107","Delomys","Delomys dorsalis",40,118,"adult","male",-50.385513,-29.428689,"alive"
"28108","Delomys","Delomys dorsalis",53,106,"adult","female",-50.390844,-29.423937,"alive"
"28109","Delomys","Delomys dorsalis",71,115,"adult","male",-50.390844,-29.423937,"alive"
"28110","Delomys","Delomys dorsalis",51,129,"adult","male",-50.398763,-29.421234,"alive"
"28111","Delomys","Delomys dorsalis",49,123,"adult","male",-50.392159,-29.42583,"alive"
"28112","Delomys","Delomys dorsalis",51,117,"adult","female",-50.397346,-29.419349,"alive"
"28113","Delomys","Delomys dorsalis",46,116,"adult","female",-50.390844,-29.423937,"alive"
"28114","Delomys","Delomys dorsalis",56,115,"adult","male",-50.398763,-29.421234,"alive"
"28115","Delomys","Delomys dorsalis",53,125,"adult","male",-50.397346,-29.419349,"alive"
"28116","Delomys","Delomys dorsalis",62,129,"adult","male",-50.390844,-29.423937,"alive"
"28117","Delomys","Delomys dorsalis",58,110,"adult","male",-50.397346,-29.419349,"alive"
"28118","Delomys","Delomys dorsalis",56,114,"adult","female",-50.398763,-29.421234,"alive"
"28119","Delomys","Delomys dorsalis",46,123,"adult","male",-50.397346,-29.419349,"alive"
"28120","Delomys","Delomys dorsalis",45,117,"adult","male",-50.385513,-29.428689,"alive"
"28121","Delomys","Delomys dorsalis",16,83,"juvenile","male",-50.38938,-29.41959,"alive"
"28122","Delomys","Delomys dorsalis",50,120,"adult","female",-50.387045,-29.430814,"alive"
"28123","Delomys","Delomys dorsalis",41,120,"adult","female",-50.38938,-29.41959,"alive"
"28124","Delomys","Delomys dorsalis",49,128,"adult","female",-50.38938,-29.41959,"alive"
"28125","Delomys","Delomys dorsalis",56,127,"adult","male",-50.387045,-29.430814,"alive"
"28126","Delomys","Delomys dorsalis",22,92,"juvenile","male",-50.392583,-29.416944,"alive"
"28127","Delomys","Delomys dorsalis",50,124,"adult","male",-50.38938,-29.41959,"alive"
"28128","Delomys","Delomys dorsalis",42,123,"adult","male",-50.385513,-29.428689,"alive"
"28129","Delomys","Delomys dorsalis",37,118,"adult","female",-50.38938,-29.41959,"alive"
"28130","Delomys","Delomys dorsalis",58,133,"adult","male",-50.385513,-29.428689,"alive"
"28131","Delomys","Delomys dorsalis",60,130,"adult","male",-50.385513,-29.428689,"alive"
"28132","Delomys","Delomys dorsalis",60,132,"adult","male",-50.392583,-29.416944,"alive"
"28133","Delomys","Delomys dorsalis",56,125,"adult","male",-50.38938,-29.41959,"alive"
"28134","Delomys","Delomys dorsalis",45,122,"adult","female",-50.38938,-29.41959,"alive"
"28135","Delomys","Delomys dorsalis",22,98,"juvenile","female",-50.385513,-29.428689,"alive"
"28136","Delomys","Delomys dorsalis",46,120,"adult","female",-50.38938,-29.41959,"alive"
"28137","Delomys","Delomys dorsalis",46,115,"adult","male",-50.387045,-29.430814,"alive"
"28138","Delomys","Delomys dorsalis",65,139,"adult","male",-50.392583,-29.416944,"alive"
"28139","Delomys","Delomys dorsalis",63,135,"adult","female",-50.385513,-29.428689,"alive"
"28140","Delomys","Delomys dorsalis",56,125,"adult","female",-50.38938,-29.41959,"alive"
"28141","Delomys","Delomys dorsalis",40,114,"adult","female",-50.385513,-29.428689,"alive"
"28142","Delomys","Delomys dorsalis",39,125,"adult","female",-50.38938,-29.41959,"alive"
"28143","Delomys","Delomys dorsalis",15,87,"juvenile","female",-50.38938,-29.41959,"alive"
"28144","Delomys","Delomys dorsalis",62,122,"adult","female",-50.38938,-29.41959,"alive"
"28145","Delomys","Delomys dorsalis",45,125,"adult","male",-50.38938,-29.41959,"alive"
"28146","Delomys","Delomys dorsalis",31,105,"adult","female",-50.385513,-29.428689,"alive"
"28147","Delomys","Delomys dorsalis",47,120,"adult","male",-50.392583,-29.416944,"alive"
"28148","Delomys","Delomys dorsalis",43,134,"adult","male",-50.385513,-29.428689,"alive"
"28149","Delomys","Delomys dorsalis",30,103,"adult","female",-50.392583,-29.416944,"alive"
"28150","Delomys","Delomys dorsalis",52,122,"adult","male",-50.385513,-29.428689,"alive"
"28151","Delomys","Delomys dorsalis",51,127,"adult","male",-50.387045,-29.430814,"alive"
"28152","Delomys","Delomys dorsalis",30,114,"adult","female",-50.392583,-29.416944,"alive"
"28153","Delomys","Delomys dorsalis",51,113,"adult","female",-50.385513,-29.428689,"alive"
"28154","Delomys","Delomys dorsalis",58,130,"adult","male",-50.392583,-29.416944,"alive"
"28155","Delomys","Delomys dorsalis",58,136,"adult","male",-50.38938,-29.41959,"alive"
"28156","Delomys","Delomys dorsalis",34,108,"adult","female",-50.385513,-29.428689,"alive"
"28157","Delomys","Delomys dorsalis",16,85,"juvenile","female",-50.38938,-29.41959,"alive"
