ID_sp,Group,order,family,genus,binomial,Registers,locals,studies,N_body_mass,Body_mass_mean,Body_mass_sd,Body_mass_cv,N_body_length,Body_length_mean,Body_length_sd,Body_length_cv,N_tail_length,tail_length_mean,tail_length_sd,tail_length_cv,N_forearm,forearm_mean,forearm_sd,forearm_cv
138,Large mammals,Primates,Callitrichidae,Callithrix,Callithrix sp.,41,11,4,41,304.0243902,85.09185854,0.279884974,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
139,Large mammals,Primates,Callitrichidae,Leontopithecus,Leontopithecus caissara,30,3,3,30,661,57.55656888,0.087074991,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
140,Large mammals,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,1,1,1,1,606,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
141,Large mammals,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysopygus,47,5,2,47,617.5531915,53.90079797,0.087281223,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
142,Large mammals,Primates,Cebidae,Sapajus,Sapajus flavius,61,57,61,61,2370,475.1885591,0.200501502,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
143,Large mammals,Primates,Cebidae,Sapajus,Sapajus nigritus,32,2,2,32,2395.4375,680.2520376,0.283978203,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
144,Large mammals,Primates,Cebidae,Sapajus,Sapajus xanthosternos,9,2,9,9,1164.444444,468.2443569,0.402118245,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
145,Large mammals,Primates,Pitheciidae,Callicebus,Callicebus coimbrai,2,2,2,2,1070,466.6904756,0.436159323,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
146,Large mammals,Primates,Pitheciidae,Callicebus,Callicebus nigrifrons,6,6,5,6,1216.666667,160.2081979,0.131677971,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
147,Large mammals,Primates,Pitheciidae,Callicebus,Callicebus personatus,1,1,1,1,1500,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
148,Large mammals,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,5,4,2,5,17450,11096.73375,0.635915974,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
149,Large mammals,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,6,4,2,6,6198.333333,2131.61363,0.343901096,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
150,Large mammals,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,11,5,2,11,3045.454545,697.6584212,0.22908187,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
151,Large mammals,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta iacki,1,1,1,1,3300,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
152,Large mammals,Rodentia,Echimyidae,Myocastor,Myocastor coypus,3,3,1,3,4400,1386.542462,0.315123287,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
153,Large mammals,Rodentia,Erethizontidae,Chaetomys,Chaetomys subspinosus,28,27,1,28,1698.25,438.1731964,0.258014542,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
154,Large mammals,Rodentia,Erethizontidae,Coendou,Coendou insidiosus,25,21,2,25,1180.6,269.3213694,0.228122454,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
155,Large mammals,Rodentia,Erethizontidae,Coendou,Coendou spinosus,9,8,6,9,1355.888889,255.6357,0.188537351,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
156,Large mammals,Rodentia,Erethizontidae,Coendou ,Coendou prehensilis,2,2,2,2,2575,459.6194078,0.178492974,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
157,Small mammals,Didelphimorphia,Didelphidae,Caluromys,Caluromys philander,3,3,3,3,182.3333333,26.38812864,0.144724654,3,195.3333333,17.24335621,0.088276568,3,287.3333333,46.91836883,0.163288987,0,NA,NA,NA
158,Small mammals,Didelphimorphia,Didelphidae,Chironectes,Chironectes minimus,3,2,1,3,277.6666667,71.59841711,0.257857445,3,213.6666667,7.571877794,0.035437806,3,282,1.732050808,0.006142024,0,NA,NA,NA
159,Small mammals,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus agricolai,3,3,3,3,9.333333333,3.214550254,0.344416099,3,75.46666667,10.15398116,0.13454922,3,95.26666667,4.630694692,0.048607712,0,NA,NA,NA
160,Small mammals,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus chacoensis,19,9,1,19,12.58421053,9.144291672,0.726648021,19,171.4736842,32.96187768,0.192227034,19,95.78947368,18.79591843,0.196221126,0,NA,NA,NA
161,Small mammals,Didelphimorphia,Didelphidae,Cryptonanus,Cryptonanus guahybae,24,10,2,21,16.88095238,7.813297578,0.462846965,24,88.70833333,16.65892936,0.187794413,24,119.6666667,15.78019305,0.131867909,0,NA,NA,NA
162,Small mammals,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,96,17,12,95,752.7789474,571.5639459,0.759271959,70,221.1414286,184.7727609,0.835541138,70,202.6928571,151.8007278,0.748919967,0,NA,NA,NA
163,Small mammals,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,457,109,40,447,746.8847875,465.8770234,0.623760225,324,300.2530864,73.9318414,0.246231745,231,313.0281385,78.93073648,0.252152209,0,NA,NA,NA
164,Small mammals,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,33,18,6,32,24.375,11.15434242,0.457614048,33,169.9484848,62.96888677,0.370517494,32,128.859375,26.83297032,0.208234522,0,NA,NA,NA
165,Small mammals,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus microtarsus,186,64,14,184,22.12228261,10.48212599,0.473826602,180,99.62777778,32.64991903,0.327719033,122,145.9852459,17.48860631,0.119797081,0,NA,NA,NA
166,Small mammals,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus sp.,9,1,1,9,27.66666667,14.8492424,0.536719605,9,107.7777778,12.01850425,0.111511895,9,171.1111111,15.36590743,0.089800758,0,NA,NA,NA
167,Small mammals,Didelphimorphia,Didelphidae,Lutreolina,Lutreolina crassicaudata,26,10,1,26,358.6923077,185.0534559,0.515911415,26,264.1153846,45.76643042,0.173281956,26,242.1923077,35.39069847,0.146126435,0,NA,NA,NA
168,Small mammals,Didelphimorphia,Didelphidae,Marmosa,Marmosa demerarae,158,18,7,152,73.06578947,26.16318405,0.358077073,158,60.86772152,69.11279645,1.135458905,157,91.79171975,104.3277675,1.136570573,0,NA,NA,NA
169,Small mammals,Didelphimorphia,Didelphidae,Marmosa,Marmosa murina,201,50,11,189,41.14550265,15.39856112,0.374246518,192,100.1453125,45.21280432,0.451471998,197,149.9527919,65.827486,0.438988065,0,NA,NA,NA
170,Small mammals,Didelphimorphia,Didelphidae,Marmosa,Marmosa paraguayana,112,47,11,112,85.12946429,37.22948952,0.437327896,104,159.6201923,30.10245411,0.188588008,99,228.1161616,46.45097417,0.203628598,0,NA,NA,NA
171,Small mammals,Didelphimorphia,Didelphidae,Marmosops,Marmosops incanus,549,63,14,544,38.41268382,21.94233622,0.571226325,533,117.3677298,29.81162427,0.254001882,235,167.0425532,35.76332305,0.214097081,0,NA,NA,NA
172,Small mammals,Didelphimorphia,Didelphidae,Marmosops,Marmosops paulensis,40,8,4,40,41.6625,22.10591854,0.530595105,39,123.8846154,53.70159528,0.433480744,23,138.173913,55.68470671,0.403004485,0,NA,NA,NA
173,Small mammals,Didelphimorphia,Didelphidae,Marmosops,Marmosops sp.,11,3,2,8,34.4375,10.20657176,0.296379579,11,114.6818182,12.75874744,0.111253446,9,162.3,11.92182872,0.073455507,0,NA,NA,NA
174,Small mammals,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,104,21,5,102,290.245098,119.0248694,0.410083995,89,228.3258427,41.11728659,0.180081615,89,295.7977528,50.5288351,0.170822241,0,NA,NA,NA
175,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis americana,181,38,13,170,24.29411765,13.53382659,0.557082451,177,95.63559322,21.63944549,0.226269789,148,48.68918919,12.47492797,0.256215562,0,NA,NA,NA
176,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis brevicauda,2,2,1,2,36,2.828427125,0.07856742,2,100,0,0,2,65,0,0,0,NA,NA,NA
177,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis dimidiata,29,11,2,29,26.70689655,23.70861704,0.887733885,28,97.17857143,29.64362847,0.305042851,27,56.14814815,14.66996855,0.261272527,0,NA,NA,NA
178,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica,25,8,3,25,68.2,26.54241888,0.389185028,25,155.6,23.36664289,0.150171227,25,95.08,13.83510029,0.1455101,0,NA,NA,NA
179,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis iheringi,108,18,5,105,13.77619048,7.195745589,0.522332034,108,82.25925926,11.58017188,0.140776515,41,48.74390244,6.856677358,0.140667386,0,NA,NA,NA
180,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis macae,28,7,3,28,12.07142857,4.614217733,0.382242889,28,86.60714286,9.302884004,0.107414743,6,45.5,3.937003937,0.086527559,0,NA,NA,NA
181,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis scalops,52,18,7,49,33.89795918,27.24082024,0.803612397,51,98.4254902,33.20320974,0.337343606,44,52.19545455,23.7955825,0.455893769,0,NA,NA,NA
182,Small mammals,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis sp.,108,22,7,105,19.08571429,15.45269723,0.80964731,105,93.15142857,32.30503686,0.346801304,40,79.3125,57.00952321,0.718796195,0,NA,NA,NA
183,Small mammals,Didelphimorphia,Didelphidae,Philander,Philander frenatus,129,45,13,126,251.7111111,142.72362,0.567013587,117,218.3418803,55.41320682,0.253791012,70,260.4214286,76.84256613,0.295070058,0,NA,NA,NA
184,Small mammals,Didelphimorphia,Didelphidae,Thylamys,Thylamys macrurus,3,2,2,3,39,3.464101615,0.088823118,3,110.7666667,9.025704035,0.081483937,3,144.3333333,7.371114796,0.051070079,0,NA,NA,NA
185,Small mammals,Rodentia,Caviidae,Cavia,Cavia aperea,20,15,2,20,406.4,111.9592971,0.275490396,16,259.875,50.32809023,0.193662685,0,NA,NA,NA,0,NA,NA,NA
186,Small mammals,Rodentia,Caviidae,Cavia,Cavia fulgida,7,5,3,7,235.7142857,127.5221736,0.541003161,7,212.8571429,41.21661708,0.193635114,0,NA,NA,NA,0,NA,NA,NA
187,Small mammals,Rodentia,Caviidae,Cavia,Cavia intermedia,16,1,1,16,512.125,148.3369475,0.289649885,16,274.8125,35.39155973,0.128784388,0,NA,NA,NA,0,NA,NA,NA
188,Small mammals,Rodentia,Caviidae,Cavia,Cavia magna,4,4,1,4,485.5,184.2362614,0.379477366,4,261.25,32.74522866,0.125340588,0,NA,NA,NA,0,NA,NA,NA
189,Small mammals,Rodentia,Cricetidae,Abrawayaomys,Abrawayaomys ruschii,2,2,2,2,34.75,10.25304833,0.29505175,2,108,11.3137085,0.10475656,2,113.5,14.8492424,0.13083033,0,NA,NA,NA
190,Small mammals,Rodentia,Cricetidae,Akodon,Akodon azarae,87,5,2,86,30.79069767,9.877027749,0.320779602,84,92.61904762,14.99068366,0.16185314,83,78.68674699,9.840096806,0.125054055,0,NA,NA,NA
191,Small mammals,Rodentia,Cricetidae,Akodon,Akodon cursor,128,32,12,126,41.4452381,14.70500109,0.354805564,125,112.188,17.05950969,0.152061804,126,90.21825397,13.83755701,0.153378683,0,NA,NA,NA
192,Small mammals,Rodentia,Cricetidae,Akodon,Akodon montensis,3454,115,25,3369,28.50921638,10.32257368,0.362078478,3408,103.7713322,27.00242458,0.260210831,1278,86.59092332,20.20834307,0.233377152,0,NA,NA,NA
193,Small mammals,Rodentia,Cricetidae,Akodon,Akodon paranaensis,226,18,7,225,33.25111111,12.16617864,0.365887883,197,133.3111675,40.76490684,0.305787637,207,84.3057971,10.62506038,0.126030009,0,NA,NA,NA
194,Small mammals,Rodentia,Cricetidae,Akodon,Akodon serrensis,30,8,7,30,28.43333333,8.810978001,0.309881993,17,104.0529412,26.20062303,0.251800888,16,80.25,9.629814813,0.119997692,0,NA,NA,NA
195,Small mammals,Rodentia,Cricetidae,Akodon,Akodon sp.,77,8,6,67,22.13432836,9.375411946,0.423568847,64,89.3765625,13.5284033,0.151364104,61,76.08360656,11.77307918,0.154738711,0,NA,NA,NA
196,Small mammals,Rodentia,Cricetidae,Bibimys,Bibimys labiosus,33,11,3,33,27.15151515,5.433525629,0.200118689,33,97.09090909,6.705238793,0.069061448,1,65,NA,NA,0,NA,NA,NA
197,Small mammals,Rodentia,Cricetidae,Blarinomys,Blarinomys breviceps,27,15,8,26,24,5.029910536,0.209579606,25,93,14.09491634,0.15155824,21,53.95238095,16.83590268,0.312051153,0,NA,NA,NA
198,Small mammals,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius iheringi,83,15,5,65,29.89230769,7.061942626,0.236246151,80,107.155,20.82688076,0.194362193,71,88.91267606,13.72071353,0.154316731,0,NA,NA,NA
199,Small mammals,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius soricinus,300,24,6,298,26.36744966,6.223939408,0.236046318,298,98.20805369,9.124116243,0.092905988,43,87.81395349,20.04073924,0.228218164,0,NA,NA,NA
200,Small mammals,Rodentia,Cricetidae,Brucepattersonius,Brucepattersonius sp.,18,2,2,12,30.125,11.46561064,0.380601183,18,104.1666667,17.07164832,0.163887824,18,87.11111111,20.96183897,0.240633355,0,NA,NA,NA
201,Small mammals,Rodentia,Cricetidae,Calomys,Calomys callosus,9,5,1,9,20.05555556,5.609391926,0.279692672,9,166.2222222,24.58545189,0.14790713,9,78.77777778,19.76599212,0.250908222,0,NA,NA,NA
202,Small mammals,Rodentia,Cricetidae,Calomys,Calomys expulsus,5,2,2,5,15.4,4.037325848,0.262164016,5,77.4,7.602631123,0.098225208,5,76.6,11.65332571,0.152132189,0,NA,NA,NA
203,Small mammals,Rodentia,Cricetidae,Calomys,Calomys sp.,4,3,2,2,26,0,0,4,73.25,8.808140174,0.120247647,4,73.25,8.808140174,0.120247647,0,NA,NA,NA
204,Small mammals,Rodentia,Cricetidae,Calomys,Calomys tener,28,13,6,28,13.76785714,5.42368288,0.393938056,28,80.53928571,19.9226902,0.247366115,7,69.52857143,7.811682338,0.112352119,0,NA,NA,NA
205,Small mammals,Rodentia,Cricetidae,Cerradomys,Cerradomys maracajuensis,1,1,1,1,84,NA,NA,1,153,NA,NA,1,188,NA,NA,0,NA,NA,NA
206,Small mammals,Rodentia,Cricetidae,Cerradomys,Cerradomys sp.,2,1,1,2,65,7.071067812,0.108785659,2,125,2.828427125,0.022627417,2,157.5,4.949747468,0.031426968,0,NA,NA,NA
207,Small mammals,Rodentia,Cricetidae,Cerradomys,Cerradomys subflavus,25,8,2,25,73.12,16.0424437,0.219398847,25,142.48,11.12849196,0.078105643,25,178.04,11.74549559,0.065971105,0,NA,NA,NA
208,Small mammals,Rodentia,Cricetidae,Cerradomys,Cerradomys vivoi,8,4,3,8,70.25,12.27948347,0.174796918,8,145,9.739463171,0.067168712,8,174.625,8.733147035,0.050010863,0,NA,NA,NA
209,Small mammals,Rodentia,Cricetidae,Delomys,Delomys dorsalis,1098,30,10,1083,46.63296399,14.45802623,0.310038758,1045,115.5750239,16.33982565,0.141378518,143,119.3153846,19.03134667,0.159504549,0,NA,NA,NA
210,Small mammals,Rodentia,Cricetidae,Delomys,Delomys sublineatus,568,19,7,560,39.03839286,14.23121896,0.364544181,563,112.8973357,19.40540089,0.171885375,58,108.6327586,18.99541392,0.174858985,0,NA,NA,NA
211,Small mammals,Rodentia,Cricetidae,Drymoreomys,Drymoreomys albimaculatus,8,6,4,8,33.5625,7.098478207,0.211500282,8,110.125,8.219097969,0.074634261,2,151.5,9.192388155,0.060675829,0,NA,NA,NA
212,Small mammals,Rodentia,Cricetidae,Euryoryzomys,Euryoryzomys russatus,1074,63,21,1068,58.70926966,26.10799571,0.444699719,1037,124.3542912,34.65678817,0.278693946,545,135.3207339,43.03017229,0.317986542,0,NA,NA,NA
213,Small mammals,Rodentia,Cricetidae,Holochilus,Holochilus sciureus,10,2,2,10,119,53.43739847,0.449053769,10,162.6,22.01110831,0.13536967,10,154.1,25.03086983,0.16243264,0,NA,NA,NA
214,Small mammals,Rodentia,Cricetidae,Hylaeamys,Hylaeamys laticeps,148,25,2,142,52.49295775,20.51595002,0.390832426,138,120.4057971,18.95014114,0.157385621,144,113.6180556,18.27528291,0.160848404,0,NA,NA,NA
215,Small mammals,Rodentia,Cricetidae,Hylaeamys,Hylaeamys megacephalus,71,20,6,70,45.8,17.99786622,0.392966511,71,191.0464789,51.90591717,0.271692614,71,110.3521127,17.48252073,0.158424885,0,NA,NA,NA
216,Small mammals,Rodentia,Cricetidae,Hylaeamys,Hylaeamys seuanezi,178,8,5,177,53.86949153,21.04354188,0.390639326,177,120.5819209,19.08311101,0.158258476,175,123.92,18.29843282,0.147663273,0,NA,NA,NA
217,Small mammals,Rodentia,Cricetidae,Juliomys,Juliomys ossitenuis,59,13,7,47,16.87234043,5.591597039,0.33140613,55,77.33636364,7.732934943,0.09999093,51,104.6,9.971800239,0.095332698,0,NA,NA,NA
218,Small mammals,Rodentia,Cricetidae,Juliomys,Juliomys pictipes,96,29,10,90,18.41777778,7.834418126,0.425372606,95,89.92105263,31.9491847,0.35530261,83,96.83012048,11.99809675,0.123908725,0,NA,NA,NA
219,Small mammals,Rodentia,Cricetidae,Juliomys,Juliomys sp.,50,15,6,49,16.10204082,7.301526376,0.453453476,47,85.76595745,34.11566819,0.397776335,23,100.0869565,56.30671932,0.562577995,0,NA,NA,NA
220,Small mammals,Rodentia,Cricetidae,Juliomys,Juliomys ximenezi,2,1,1,2,17,4.242640687,0.249567099,2,75.5,7.778174593,0.10302218,2,99,8.485281374,0.085709913,0,NA,NA,NA
221,Small mammals,Rodentia,Cricetidae,Necromys,Necromys lasiurus,307,40,12,307,34.85667752,16.0406646,0.460189144,303,101.3118812,15.02137299,0.148268622,259,78.13513514,16.61701172,0.21267016,0,NA,NA,NA
222,Small mammals,Rodentia,Cricetidae,Nectomys,Nectomys rattus,1,1,1,1,153,NA,NA,1,185,NA,NA,1,201,NA,NA,0,NA,NA,NA
223,Small mammals,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,151,55,12,150,185.4156,81.99454488,0.442220314,146,188.8869863,44.60403455,0.236141385,145,196.7655172,29.79752595,0.151436727,0,NA,NA,NA
224,Small mammals,Rodentia,Cricetidae,Oecomys,Oecomys bicolor,6,1,1,6,32,9.859006035,0.308093939,6,97.83333333,13.27368324,0.13567649,6,108.1,12.60650626,0.116618929,0,NA,NA,NA
225,Small mammals,Rodentia,Cricetidae,Oecomys,Oecomys catherinae,38,22,7,38,50.73684211,15.59744298,0.307418482,36,122.2916667,18.74657112,0.153293938,38,134.6973684,21.41152111,0.158960204,0,NA,NA,NA
226,Small mammals,Rodentia,Cricetidae,Oecomys,Oecomys concolor,5,1,1,5,45.3,15.08144555,0.332923743,4,247.75,23.30057224,0.094048728,4,137.5,12.01388086,0.087373679,0,NA,NA,NA
227,Small mammals,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys flavescens,54,24,10,54,15.7037037,8.003253182,0.509641122,53,81.41509434,23.9827133,0.294573304,46,105.6086957,12.86421092,0.121810149,0,NA,NA,NA
228,Small mammals,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys mattogrossae,7,6,3,6,11.16666667,3.970726214,0.355587422,7,142.8428571,43.60932076,0.305295775,7,93.37142857,10.62225875,0.113763481,0,NA,NA,NA
229,Small mammals,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys nigripes,2464,118,30,2381,16.33538429,6.515251866,0.398842889,2342,85.66921435,29.27260574,0.341693407,905,112.0133702,20.91434037,0.186712893,0,NA,NA,NA
230,Small mammals,Rodentia,Cricetidae,Oligoryzomys,Oligoryzomys sp.,157,24,7,157,18.48407643,8.074258794,0.436822409,154,83.85519481,23.67048586,0.28227811,73,107.6780822,38.81485342,0.360471255,0,NA,NA,NA
231,Small mammals,Rodentia,Cricetidae,Oxymycterus,Oxymycterus dasytrichus,40,10,5,40,82.425,26.66014744,0.323447345,34,135.1176471,19.76952768,0.146313439,31,115.483871,14.58965608,0.126335011,0,NA,NA,NA
232,Small mammals,Rodentia,Cricetidae,Oxymycterus,Oxymycterus nasutus,12,4,2,12,46,18.16590212,0.394910916,12,111.75,33.48031986,0.299600178,12,81.91666667,22.73346885,0.277519457,0,NA,NA,NA
233,Small mammals,Rodentia,Cricetidae,Oxymycterus,Oxymycterus quaestor,72,22,2,71,87.80802817,27.23750574,0.310193798,70,147.8,19.97215453,0.135129598,69,117.9275362,15.45517127,0.131056509,0,NA,NA,NA
234,Small mammals,Rodentia,Cricetidae,Oxymycterus,Oxymycterus sp.,28,4,4,28,76.78571429,27.39337192,0.35675089,28,141.5357143,16.3582172,0.115576604,24,107.1666667,14.76973011,0.137820188,0,NA,NA,NA
235,Small mammals,Rodentia,Cricetidae,Phaenomys,Phaenomys ferrugineus,1,1,1,1,64,NA,NA,1,144.6,NA,NA,1,196.5,NA,NA,0,NA,NA,NA
236,Small mammals,Rodentia,Cricetidae,Rhagomys,Rhagomys rufescens,1,1,1,1,22.25,NA,NA,1,96,NA,NA,1,97,NA,NA,0,NA,NA,NA
237,Small mammals,Rodentia,Cricetidae,Rhipidomys,Rhipidomys itoan,13,3,2,12,49.20833333,19.32551109,0.392728422,13,110.3846154,16.82527098,0.152424058,10,134.3,26.3820225,0.196440972,0,NA,NA,NA
238,Small mammals,Rodentia,Cricetidae,Rhipidomys,Rhipidomys macrurus,11,5,2,11,62.95454545,18.53436611,0.294408704,9,164.2777778,66.13863806,0.402602464,9,163.4444444,17.21998193,0.10535679,0,NA,NA,NA
239,Small mammals,Rodentia,Cricetidae,Rhipidomys,Rhipidomys mastacalis,102,28,11,98,61.92346939,19.69789251,0.318100596,100,128.74,23.3967191,0.181736206,96,153.6458333,21.11371675,0.137418089,0,NA,NA,NA
240,Small mammals,Rodentia,Cricetidae,Rhipidomys,Rhipidomys tribei,4,3,2,4,54,9.831920803,0.182072607,3,120,7,0.058333333,3,141.3333333,7.767453465,0.054958397,0,NA,NA,NA
241,Small mammals,Rodentia,Cricetidae,Scapteromys,Scapteromys meridionalis,4,4,1,4,86.375,22.00520772,0.25476362,4,145.25,9.742518497,0.067074138,4,111.5,10.66145706,0.095618449,0,NA,NA,NA
242,Small mammals,Rodentia,Cricetidae,Sooretamys,Sooretamys angouya,305,66,21,294,70.72244898,36.31111075,0.513431185,293,130.259727,33.76749292,0.259232026,107,169.2841121,36.0650883,0.213044732,0,NA,NA,NA
243,Small mammals,Rodentia,Cricetidae,Thaptomys,Thaptomys nigrita,763,67,20,748,19.66236631,5.429565194,0.276139968,746,89.83176944,17.1180519,0.190556771,364,62.18681319,37.19925488,0.59818558,0,NA,NA,NA
244,Small mammals,Rodentia,Ctenomyidae,Ctenomys,Ctenomys minutus,1,1,1,1,200,NA,NA,1,197,NA,NA,1,78,NA,NA,0,NA,NA,NA
245,Small mammals,Rodentia,Echimyidae,Euryzygomatomys,Euryzygomatomys spinosus,13,8,3,13,206.7692308,64.69048596,0.312863213,13,189.1538462,35.42796954,0.187297114,13,56.61538462,7.730227051,0.136539336,0,NA,NA,NA
246,Small mammals,Rodentia,Echimyidae,Kannabateomys,Kannabateomys amblyonyx,3,2,3,2,450,84.85281374,0.188561808,2,273.5,9.192388155,0.033610194,3,323.3333333,18.55622088,0.057390374,0,NA,NA,NA
247,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys blainvilii,1,1,1,1,88,NA,NA,1,145,NA,NA,1,185,NA,NA,0,NA,NA,NA
248,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys dasythrix,1,1,1,1,229,NA,NA,1,63,NA,NA,1,108,NA,NA,0,NA,NA,NA
249,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys lamarum,1,1,1,1,185,NA,NA,1,210,NA,NA,1,206,NA,NA,0,NA,NA,NA
250,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys lundi,1,1,1,1,145,NA,NA,1,209,NA,NA,1,204,NA,NA,0,NA,NA,NA
251,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys mantiqueirensis,1,1,1,1,207,NA,NA,1,217,NA,NA,1,216,NA,NA,0,NA,NA,NA
252,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys medius,10,3,1,10,346.8,168.98639,0.487273328,9,235.2222222,45.925967,0.195245018,9,240,43.76642549,0.182360106,0,NA,NA,NA
253,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys nigrispinus,4,4,2,4,137.5,61.91526468,0.450292834,4,175.5,30.33699612,0.172860377,2,161,43.84062043,0.27230199,0,NA,NA,NA
254,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys pattoni,29,9,2,28,250.7857143,84.52935372,0.337058089,24,201.125,28.12597824,0.139843273,24,209.6666667,26.68604368,0.127278428,0,NA,NA,NA
255,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys sp.,3,2,1,3,141.3333333,52.91817583,0.374421055,3,175,18.68154169,0.106751667,2,163,4.242640687,0.02602847,0,NA,NA,NA
256,Small mammals,Rodentia,Echimyidae,Phyllomys,Phyllomys sulinus,2,1,1,2,177.5,17.67766953,0.099592504,2,197.5,10.60660172,0.053704312,2,227.5,10.60660172,0.046622425,0,NA,NA,NA
257,Small mammals,Rodentia,Echimyidae,Thrichomys,Thrichomys pachyurus,1,1,1,1,296,NA,NA,1,245,NA,NA,1,185,NA,NA,0,NA,NA,NA
258,Small mammals,Rodentia,Echimyidae,Thrichomys ,Thrichomys laurentius,1,1,1,1,199.5,NA,NA,1,207.5,NA,NA,1,137.5,NA,NA,0,NA,NA,NA
259,Small mammals,Rodentia,Echimyidae,Trinomys,Trinomys dimidiatus,3,1,1,3,134.5,70.32602648,0.522870085,3,180,42.57933771,0.236551876,3,154.6666667,40.42688874,0.261380746,0,NA,NA,NA
260,Small mammals,Rodentia,Echimyidae,Trinomys,Trinomys gratiosus,21,9,2,19,186.1052632,28.79601581,0.154729723,19,191.2105263,20.60630688,0.107767638,19,171.4210526,21.02991464,0.122679883,0,NA,NA,NA
261,Small mammals,Rodentia,Echimyidae,Trinomys,Trinomys iheringi,36,5,4,36,192.8333333,37.58989226,0.194934618,35,165.4428571,40.41963185,0.244311737,35,154.7571429,40.73269597,0.26320398,0,NA,NA,NA
262,Small mammals,Rodentia,Echimyidae,Trinomys,Trinomys paratus,60,8,2,57,207.9122807,64.00928524,0.307866784,53,192.3396226,24.92291454,0.129577641,57,202.7719298,30.41910674,0.15001636,0,NA,NA,NA
263,Small mammals,Rodentia,Echimyidae,Trinomys,Trinomys setosus,13,4,2,12,183.4166667,80.67945366,0.439869806,12,179.3333333,29.12148015,0.162387436,12,188.5,25.21723797,0.133778451,0,NA,NA,NA
264,Small mammals,Rodentia,Muridae,Mus,Mus musculus,20,13,4,19,11.22105263,3.530907807,0.314668144,20,73.8,9.600438586,0.130087244,20,77.295,8.043531236,0.104062763,0,NA,NA,NA
265,Small mammals,Rodentia,Muridae,Rattus,Rattus norvegicus,1,1,1,1,303,NA,NA,1,217,NA,NA,1,180,NA,NA,0,NA,NA,NA
