basin,sub,sta,lat,long,elev,slope,aspect,s.id,s.edge,p.edge,p.edge,p.cwedge,ba.con,ba.hard,ba.snag,ba.tot,ba.ratio,snag.sml,snag.ml,snag.l,snag.dc1,snag.dc2,snag.dc4
D,NN,9,4927577,428792.938,371,37,130,3,I,E,118,6,9,0,9,9,100,18,11,11,7,0,11
D,NN,10,4927453.5,428934.406,292,42,155,3,I,I,0,0,5,0,0,5,100,7,7,7,0,0,7
D,NN,11,4927314.5,429073.344,223,37,155,3,I,I,0,0,14,0,32,14,100,42,42,32,0,0,42
D,NN,12,4927171.5,429213.031,223,20,355,3,I,E,79,4,23,0,5,23,100,18,18,14,0,0,18
D,NN,13,4927007.5,429338,285,40,340,3,I,I,0,0,41,0,0,41,100,14,14,14,0,0,14
D,NN,14,4926854,429474.562,326,55,30,3,I,I,0,0,23,0,0,23,100,0,0,0,0,0,0
D,NN,15,4926703.5,429607.125,359,52,340,3,I,I,0,0,23,0,0,23,100,0,0,0,0,0,0
D,NN,16,4926576,429150.781,382,70,305,3,I,E,76,4,5,0,0,5,100,7,7,7,0,0,7
D,NN,17,4926729,429029.938,279,58,355,3,I,I,0,0,46,0,0,46,100,0,0,0,0,0,0
D,NN,18,4926911.5,428934.75,216,55,55,3,I,E,118,6,9,0,0,9,100,0,0,0,0,0,0
D,NN,19,4927015,428759.406,304,27,145,3,I,E,130,6,5,0,9,5,100,7,4,4,0,0,7
D,NN,20,4927166,428616.25,349,43,165,3,I,I,0,0,18,0,0,18,100,0,0,0,0,0,0
D,NN,21,4927295.5,428486.688,397,50,185,3,E,E,122,44,14,0,0,14,100,11,0,0,0,0,11
D,NN,22,4927435.5,428329.094,426,25,145,1,I,I,0,0,60,0,18,60,100,78,57,57,0,0,78
D,NN,23,4927031,428168.438,413,42,160,1,I,I,0,0,46,0,14,46,100,64,35,25,4,18,42
D,NN,24,4926885.5,428310.688,387,20,155,1,I,I,0,0,69,0,46,69,100,177,141,81,11,42,124
D,NN,25,4926743.5,428468.125,281,12,145,1,E,E,127,46,18,0,5,18,100,53,50,28,4,7,42
D,NN,26,4926592,428593.625,331,55,350,3,I,I,0,0,5,0,0,5,100,4,4,0,0,0,4
D,NN,27,4926449,428719.5,354,60,30,3,I,I,0,0,9,0,0,9,100,4,0,0,0,0,4
D,NN,28,4926302.5,428846.594,402,23,305,3,I,I,0,0,23,0,0,23,100,11,7,7,4,0,7
D,NN,29,4926034.5,428554.156,445,10,25,3,I,I,0,0,18,0,0,18,100,14,11,4,0,0,14
D,NN,30,4926173.5,428434.75,434,38,345,3,E,E,111,20,28,0,0,28,100,14,14,4,0,0,14
D,NN,31,4926305.5,428301.625,361,50,10,2,I,E,206,19,5,0,0,5,100,0,0,0,0,0,0
D,NN,32,4926436,428175.594,389,90,20,2,E,E,98,58,0,0,0,0,50,11,11,11,0,0,11
D,NN,33,4926581,428028.531,412,55,330,1,I,I,0,0,55,0,23,55,100,92,74,50,4,60,28
D,NN,34,4926723.5,427904.594,411,55,90,1,I,I,0,0,32,0,5,32,100,14,7,4,0,11,4
D,TC,1,4926822,426598.062,227,71,255,1,I,I,0,0,51,0,37,51,100,67,39,21,7,35,25
D,TC,2,4927001,426717,212,62,340,2,E,E,73,30,28,0,5,28,100,7,7,7,0,0,7
D,TC,3,4926946.5,427168.125,227,46,90,2,I,I,0,0,28,0,0,28,100,4,4,0,0,0,4
D,TC,4,4926776.5,427055.281,284,7,90,2,E,E,127,46,32,0,14,32,100,78,25,11,4,39,35
D,TC,5,4926614,426941.875,187,53,260,1,I,E,196,10,28,14,9,41,67,25,25,11,0,7,18
D,TC,6,4926438.5,426821.188,244,23,355,1,I,I,0,0,60,0,28,60,100,124,88,53,4,39,81
D,TC,7,4926281.5,426698.156,230,51,30,4,E,E,127,98,23,0,18,23,100,42,35,21,14,7,21
D,TC,8,4926113,426583.938,276,45,20,4,E,E,95,74,0,0,5,0,50,11,7,4,0,0,11
D,TC,9,4925704,426838.5,305,35,20,4,I,I,0,0,0,0,14,0,50,46,39,28,4,0,42
D,TC,10,4925869,426943.781,284,24,20,4,I,I,0,0,0,0,14,0,50,42,32,21,0,0,42
D,TC,11,4926035,427059.844,283,72,255,1,I,I,0,0,101,0,18,101,100,96,50,39,0,28,67
D,TC,12,4926204,427176.5,325,45,30,1,I,I,0,0,83,0,41,83,100,120,92,71,0,35,85
D,TC,13,4926406,427252.938,252,77,345,1,I,E,92,5,37,9,18,46,80,25,18,14,0,14,11
D,TC,14,4926544,427398.406,304,55,35,1,I,I,0,0,78,0,5,78,100,64,35,14,0,32,32
D,TC,15,4926703,427504.312,336,57,260,1,I,I,0,0,55,0,14,55,100,64,64,50,11,7,46
D,TC,16,4926880,427618.469,337,40,310,1,I,I,0,0,14,5,9,18,75,25,18,11,4,7,14
D,TC,17,4926479,427828.031,431,55,265,1,I,I,0,0,46,0,18,46,100,60,39,21,0,7,53
D,TC,18,4926325.5,427741.844,348,67,200,1,I,I,0,0,96,0,14,96,100,96,46,11,11,50,35
D,TC,19,4926140,427629.031,290,37,80,1,I,E,69,3,41,5,14,46,90,28,28,25,0,7,21
D,TC,20,4925973.5,427508.031,360,15,255,1,I,I,0,0,60,0,9,60,100,166,131,85,7,64,96
D,TC,21,4925814.5,427400.562,382,48,260,1,I,I,0,0,69,0,32,69,100,92,67,39,4,28,60
D,TC,22,4925648.5,427288.5,393,52,310,1,I,I,0,0,64,0,28,64,100,67,50,39,0,14,53
D,TC,23,4925480.5,427171.469,401,73,60,1,I,I,0,0,46,0,23,46,100,35,35,21,11,18,7
D,TC,24,4925312.5,427054.469,423,40,295,1,I,I,0,0,73,0,0,73,100,50,14,4,0,35,14
D,TC,25,4925153,426950.312,388,60,290,1,I,I,0,0,73,0,23,73,100,35,28,21,4,28,4
D,TC,26,4924950.5,427259.812,525,37,275,1,I,I,0,0,96,0,9,96,100,106,71,25,0,53,53
D,TC,27,4925112.5,427378.281,524,42,340,1,I,I,0,0,60,0,9,60,100,53,35,21,4,14,35
D,TC,28,4925281.5,427482.125,522,45,325,1,I,I,0,0,78,0,18,78,100,71,32,0,7,21,42
D,TC,29,4925439.5,427597.781,496,6,300,1,I,I,0,0,101,0,28,101,100,88,64,21,7,46,35
D,TC,30,4925601,427710.312,477,36,325,1,I,I,0,0,37,0,5,37,100,18,18,4,0,7,11
D,TC,31,4925767,427825.062,443,45,335,1,E,E,76,28,60,0,9,60,100,42,32,7,4,28,11
D,TC,32,4925924,427938.031,423,50,360,1,I,I,0,0,73,0,5,73,100,32,18,7,0,18,14
D,TC,33,4926104,428061.719,389,25,265,1,I,I,0,0,55,0,32,55,100,99,57,28,0,50,50
D,TC,34,4926258,428153.531,407,37,240,1,I,I,0,0,60,0,14,60,100,35,25,11,0,21,14
D,UF,1,4931671.5,431806,390,32,40,1,I,I,0,0,0,51,14,51,0,28,18,11,0,4,25
D,UF,2,4931720.5,431989.281,356,12,50,1,I,E,126,6,41,0,9,41,100,117,28,18,28,60,28
D,UF,3,4931780.5,432199.125,332,40,35,1,I,I,0,0,37,0,9,37,100,25,18,18,7,0,18
D,UF,4,4931848,432423.594,273,68,230,1,I,E,194,11,69,9,0,78,88,21,14,7,4,11,7
D,UF,5,4931903.5,432621.75,289,33,215,1,I,I,0,0,5,23,18,28,17,60,50,18,7,14,39
D,UF,6,4931964.5,432828.062,313,42,205,1,I,I,0,0,23,184,5,207,11,42,21,11,7,18,18
D,UF,7,4932426,432882.719,343,33,45,1,I,E,124,6,18,9,0,28,67,21,14,4,0,14,7
D,UF,8,4932363.5,432678.719,371,10,250,1,I,I,0,0,18,41,28,60,31,53,39,32,4,7,42
D,UF,9,4932315,432484.938,331,35,285,1,I,I,0,0,0,41,18,41,0,18,18,18,0,0,18
D,UF,10,4932266.5,432275.438,331,33,120,1,I,E,62,6,5,51,9,55,8,46,35,21,4,7,35
D,UF,11,4932228.5,432089.188,323,65,145,1,I,E,127,6,60,0,14,60,100,32,32,21,0,4,28
D,UF,12,4932150.5,431880.375,346,33,40,1,I,I,0,0,5,55,5,60,8,25,14,14,0,7,18
D,UF,13,4932087.5,431675.969,374,50,95,1,I,E,107,5,9,41,14,51,18,64,39,35,4,14,46
D,UF,14,4932352,431177.094,464,38,105,1,I,I,0,0,37,0,0,37,100,42,25,21,11,4,28
D,UF,15,4932414.5,431370.719,403,13,70,1,I,I,0,0,28,0,9,28,100,42,21,11,7,18,18
D,UF,16,4932468,431535.031,397,23,70,1,I,I,0,0,9,18,9,28,33,42,25,25,4,11,28
D,UF,17,4932528,431759.125,371,45,120,1,I,I,0,0,41,14,14,55,75,42,28,21,11,7,25
D,UF,18,4932607.5,431943.531,331,35,115,1,I,I,0,0,18,14,14,32,57,53,39,18,0,11,42
D,UF,19,4932647,432168.188,360,26,280,1,I,I,0,0,9,46,14,55,17,67,42,25,7,7,53
D,UF,20,4932691,432358.5,385,44,225,1,I,E,113,6,46,0,28,46,100,57,53,35,4,7,46
D,UF,21,4932752.5,432570.531,403,57,260,1,I,I,0,0,5,37,28,41,11,60,42,18,0,7,53
D,UF,22,4932811.5,432783.094,380,65,55,1,I,I,0,0,18,138,138,156,12,28,25,21,4,0,25
D,UF,23,4933222.5,432671.844,412,80,275,1,I,I,0,0,37,5,9,41,89,35,32,25,0,4,32
D,UF,24,4933163.5,432462.906,379,50,175,1,I,I,0,0,37,5,5,41,89,7,7,7,4,0,4
D,UF,25,4933087.5,432266.75,338,47,110,1,I,I,0,0,5,41,5,46,10,28,25,25,4,4,21
D,UF,26,4933050,432057.156,339,72,85,1,I,I,0,0,14,92,9,106,13,39,39,35,0,0,39
D,UF,27,4933006,431857.125,344,45,130,1,I,I,0,0,32,18,0,51,64,28,25,14,0,7,21
D,UF,28,4932894.5,431662.75,380,48,100,1,I,I,0,0,32,5,18,37,88,60,57,42,0,14,46
D,UF,29,4932789.5,431440.688,434,53,120,1,I,I,0,0,28,23,14,51,55,18,14,7,4,4,11
D,UF,30,4933311,431567.5,479,70,125,1,I,I,0,0,46,0,14,46,100,25,25,4,0,14,11
D,UF,31,4933377,431759.438,425,72,160,1,I,I,0,0,32,9,5,41,78,42,28,14,11,11,21
D,UF,32,4933439,431953.875,407,68,210,1,I,I,0,0,37,5,23,41,89,39,35,32,7,0,32
L,CC,1,4899204.5,454329.312,467,25,150,1,I,I,0,0,8,0,0,8,100,0,0,0,0,0,0
L,CC,2,4899046,454402.156,372,60,130,1,I,I,0,0,16,0,0,16,100,4,0,0,4,0,0
L,CC,3,4898378,454139.062,497,60,334,2,I,I,0,0,0,0,0,0,50,7,0,0,0,7,0
L,CC,4,4898567.5,454099.25,479,75,310,2,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,CC,5,4898756.5,454068.25,419,75,332,2,I,I,0,0,0,0,4,0,50,7,7,7,0,7,0
L,CC,6,4898942,454027.438,420,60,132,1,I,E,239,17,0,18,8,18,0,18,0,0,11,7,0
L,CC,7,4899114,453977.312,444,63,214,1,I,E,70,6,6,0,0,6,100,4,0,0,4,0,0
L,CC,8,4899283.5,453926.281,506,66,180,1,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,CC,9,4899469.5,453870.906,524,66,220,1,I,E,70,4,16,0,0,16,100,0,0,0,0,0,0
L,CC,10,4899366.5,453500.594,564,12,150,1,I,I,0,0,16,0,0,16,100,28,0,0,28,0,0
L,CC,11,4899185,453550.344,557,48,228,1,I,E,50,2,4,0,0,4,100,0,0,0,0,0,0
L,CC,12,4899016,453591.969,543,18,274,1,I,I,0,0,8,0,0,8,100,0,0,0,0,0,0
L,CC,13,4898837.5,453638.469,468,64,156,1,I,E,60,5,8,0,0,8,100,0,0,0,0,0,0
L,CC,14,4898639,453667,411,77,25,1,E,E,176,33,8,0,0,8,100,4,4,4,0,0,4
L,CC,15,4898486,453733.656,451,70,310,3,I,E,106,5,0,0,0,0,50,4,4,4,0,4,0
L,CC,16,4898295,453768.625,524,65,308,3,I,I,0,0,0,0,4,0,50,11,0,0,11,0,0
L,CC,17,4898112.5,453796.219,562,28,346,3,I,I,0,0,8,0,0,8,100,4,0,0,4,0,0
L,CC,18,4897842,453473.812,641,65,80,3,E,E,125,34,16,0,0,16,100,11,4,0,0,7,4
L,CC,19,4898025,453443.875,571,53,16,3,I,I,0,0,4,0,0,4,100,4,4,0,0,0,4
L,CC,20,4898205,453400.156,524,67,30,3,I,E,121,6,4,0,0,4,100,0,0,0,0,0,0
L,CC,21,4898396,453344.469,574,41,26,1,E,E,115,26,20,0,0,20,100,28,11,4,21,0,7
L,CC,22,4898562.5,453303.844,575,45,22,1,I,I,0,0,20,0,0,20,100,14,4,0,11,0,4
L,CC,23,4898748,453266.312,478,75,350,1,I,E,98,9,14,0,0,14,100,0,0,0,0,0,0
L,CC,24,4898928.5,453226.188,485,54,170,1,I,I,0,0,0,0,0,0,50,14,4,0,11,4,0
L,CC,25,4899099.5,453181.281,544,34,170,1,I,E,70,6,12,0,0,12,100,0,0,0,0,0,0
L,CC,26,4899283.5,453141.875,559,43,160,1,I,I,0,0,16,0,0,16,100,4,0,0,4,0,0
L,CC,27,4899002.5,452816.625,578,76,172,1,I,I,0,0,8,0,4,8,100,7,4,4,0,4,4
L,CC,28,4898839,452859.031,524,62,180,1,I,E,78,7,12,0,0,12,100,0,0,0,0,0,0
L,CC,29,4898662.5,452911.156,525,65,30,1,I,I,0,0,4,0,0,4,100,4,0,0,4,0,0
L,CC,30,4898484.5,452938.875,525,65,96,1,I,E,107,10,4,0,0,4,100,4,4,4,0,4,0
L,CC,31,4898303,452989.625,554,70,336,1,I,I,0,0,8,8,0,16,50,42,4,0,21,21,0
L,CC,32,4898389.5,452589.188,594,65,50,1,I,I,0,0,30,0,4,30,100,14,7,7,4,0,11
L,CC,33,4898577,452536.875,564,70,340,1,I,I,0,0,10,0,8,10,100,7,7,7,0,0,7
L,CC,34,4898744,452493.094,572,10,130,1,I,I,0,0,8,0,4,8,100,18,4,4,11,4,4
L,EF,1,4899673.5,453106.469,530,80,4,1,I,I,0,0,8,0,0,8,100,0,0,0,0,0,0
L,EF,2,4900217.5,453061.75,369,62,235,4,I,I,0,0,24,0,16,24,100,57,50,32,0,28,28
L,EF,3,4900101,453218.344,379,70,265,4,E,E,106,81,30,8,2,38,79,53,46,35,4,0,50
L,EF,4,4899977,453356.125,443,80,240,3,E,E,85,35,0,0,0,0,50,0,0,0,0,0,0
L,EF,5,4899854.5,453494.656,501,80,270,3,I,E,130,6,4,0,0,4,100,0,0,0,0,0,0
L,EF,6,4899734.5,453639.406,609,70,300,3,I,I,0,0,16,0,0,16,100,0,0,0,0,0,0
L,EF,7,4900034,453851.656,669,55,5,3,I,E,130,12,24,0,0,24,100,7,7,7,0,0,7
L,EF,8,4900154,453707.719,553,60,3,3,I,E,64,6,20,0,0,20,100,0,0,0,0,0,0
L,EF,9,4900261,453549.969,521,55,320,4,I,I,0,0,64,0,0,64,100,32,25,11,0,11,21
L,EF,10,4900398.5,453436.344,384,40,280,5,E,E,152,69,4,0,0,4,100,0,0,0,0,0,0
L,EF,11,4900499,453274.562,478,33,140,5,E,E,116,68,4,0,0,4,100,14,14,14,0,11,4
L,EF,12,4900619.5,453131.062,425,75,255,4,I,I,0,0,24,0,8,24,100,39,39,39,0,0,39
L,EF,13,4901038,453206.281,470,60,240,7,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,EF,14,4900920.5,453360.094,500,70,312,7,E,E,129,71,16,0,4,16,100,25,25,11,0,14,11
L,EF,15,4900797.5,453496.219,585,60,144,6,E,E,97,88,0,0,0,0,50,14,0,0,14,0,0
L,EF,16,4900668.5,453687.031,444,48,224,6,I,I,0,0,4,0,16,4,100,14,7,4,0,11,4
L,EF,17,4900571,453792.219,548,70,265,6,E,E,93,33,0,0,0,0,50,11,0,0,11,0,0
L,EF,18,4900456,453934.25,612,70,235,3,I,I,0,0,24,0,0,24,100,0,0,0,0,0,0
L,EF,19,4900338.5,454071.719,663,15,105,3,I,E,101,5,12,0,0,12,100,0,0,0,0,0,0
L,EF,20,4900619,454279.969,697,10,226,3,E,E,122,28,4,0,0,4,100,4,4,0,0,0,4
L,EF,21,4900751.5,454198.188,658,67,135,10,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,EF,22,4900868.5,454050.844,621,48,182,10,I,I,0,0,0,0,0,0,50,7,7,4,0,0,7
L,EF,23,4900973.5,453887.625,571,62,206,10,E,E,121,44,0,0,0,0,50,0,0,0,0,0,0
L,EF,24,4901086.5,453720.281,618,57,150,3,E,E,130,77,4,2,4,6,67,14,7,0,11,0,4
L,EF,25,4901185,453582.844,624,52,284,7,E,E,190,78,4,0,4,4,100,14,7,4,0,11,4
L,EF,26,4901309.5,453420.562,612,60,216,8,I,I,0,0,38,0,4,38,100,74,64,46,4,35,35
L,EF,27,4901591,453637.875,657,52,272,3,I,E,126,6,8,0,0,8,100,7,0,0,7,0,0
L,EF,28,4901463.5,453787.625,687,41,236,3,I,I,0,0,0,32,0,32,0,11,7,0,4,0,7
L,EF,29,4901356.5,453936.969,705,43,190,10,E,E,176,40,0,0,0,0,50,0,0,0,0,0,0
L,EF,30,4901245.5,454073.031,701,34,216,10,E,E,127,23,4,0,0,4,100,25,0,0,25,0,0
L,EF,31,4901135.5,454216.25,702,26,164,3,I,E,234,12,4,0,0,4,100,14,4,0,0,11,4
L,EF,32,4901032.5,454354.281,707,46,242,3,I,I,0,0,18,0,0,18,100,28,4,4,25,0,4
L,EF,33,4901620,454171.344,779,20,294,3,I,I,0,0,8,0,0,8,100,4,4,4,0,0,4
L,LC,1,4905899,438324.375,320,83,110,3,I,I,0,0,30,4,0,34,88,32,21,11,4,21,7
L,LC,2,4905731,438412.031,232,50,75,3,I,I,0,0,20,0,4,20,100,7,7,7,0,0,7
L,LC,3,4905555,438507,203,45,118,3,I,E,67,3,0,8,12,8,0,21,18,11,0,0,21
L,LC,4,4905382.5,438591.219,138,28,295,3,E,E,98,44,0,16,0,16,0,7,4,4,0,0,7
L,LC,5,4905198,438691.031,171,55,332,6,I,I,0,0,26,4,0,30,87,0,0,0,0,0,0
L,LC,6,4905035.5,438776.031,196,75,140,6,I,I,0,0,24,0,4,24,100,4,4,4,0,0,4
L,LC,7,4904864,438862.969,210,72,125,3,I,I,0,0,32,6,2,38,84,39,25,11,4,18,18
L,LC,8,4904673.5,438971.625,172,49,64,3,I,E,93,5,0,8,0,8,0,11,11,4,0,7,4
L,LC,9,4904363,438692.812,195,83,14,3,I,E,122,6,24,0,0,24,100,0,0,0,0,0,0
L,LC,10,4904522,438601.281,258,44,55,3,I,I,0,0,20,4,4,24,83,7,7,7,0,0,7
L,LC,11,4904692.5,438513.375,265,17,82,5,E,E,136,124,0,0,4,0,50,7,4,0,4,0,4
L,LC,12,4904855,438428.75,266,15,68,5,I,I,0,0,0,0,0,0,50,4,0,0,0,4,0
L,LC,13,4905021.5,438346.906,209,33,310,5,I,I,0,0,0,0,0,0,50,32,28,18,7,18,7
L,LC,14,4905200.5,438253.625,153,52,338,5,I,I,0,0,0,0,0,0,50,4,4,4,0,4,0
L,LC,15,4905370.5,438164.875,156,45,240,3,I,E,111,10,8,10,0,18,44,0,0,0,0,0,0
L,LC,16,4905544,438066.062,180,54,260,3,I,I,0,0,24,0,12,24,100,28,28,21,4,7,18
L,LC,17,4905722.5,437978.25,200,68,225,3,I,I,0,0,20,0,4,20,100,53,46,28,18,25,11
L,LC,18,4905892,437892,296,103,190,3,E,E,66,27,28,0,0,28,100,4,4,0,0,0,4
L,LC,19,4905714,437539.656,284,50,132,2,I,I,0,0,4,0,4,4,100,4,4,4,0,0,4
L,LC,20,4905536.5,437633.906,234,55,170,2,I,I,0,0,4,0,0,4,100,0,0,0,0,0,0
L,LC,21,4905365,437719.75,221,42,350,3,E,E,70,29,8,8,12,16,50,42,35,32,0,18,25
L,LC,22,4905185,437808.062,216,20,32,3,I,I,0,0,8,0,0,8,100,7,7,7,0,4,4
L,LC,23,4905010,437902.156,153,38,14,4,I,I,0,0,8,0,0,8,100,4,4,4,0,0,4
L,LC,24,4904831,437996.656,166,65,330,4,I,E,135,7,12,0,0,12,100,4,0,0,4,0,0
L,LC,25,4904682,438084.562,255,35,300,4,I,I,0,0,12,4,0,16,75,0,0,0,0,0,0
L,LC,26,4904522,438164.656,308,42,115,4,I,I,0,0,10,4,0,14,71,7,7,0,7,0,0
L,LC,27,4904355,438252.531,336,66,50,3,I,I,0,0,44,0,0,44,100,11,11,11,0,4,7
L,LC,28,4904203.5,438344.844,337,17,100,3,I,E,129,6,28,0,0,28,100,50,46,28,11,18,21
L,LC,29,4904022,438434.5,330,43,90,3,I,I,0,0,28,0,4,28,100,21,14,11,4,0,18
L,LC,30,4904195,437910.75,359,71,334,3,E,E,177,25,16,4,4,20,80,14,11,7,0,11,4
L,LC,31,4904344.5,437825.969,340,66,26,3,I,I,0,0,16,0,4,16,100,7,7,7,4,4,0
L,LC,32,4904506,437742.125,289,48,75,3,I,E,101,5,32,0,4,32,100,21,21,14,4,7,11
L,LC,33,4905019,437476.031,278,47,134,3,I,I,0,0,16,0,8,16,100,14,14,14,4,11,0
L,LC,34,4905196.5,437381.531,295,35,40,3,I,E,129,6,12,0,0,12,100,7,0,0,0,0,7
L,LC,35,4905362,437285.562,303,28,98,3,E,E,118,43,38,0,0,38,100,53,39,25,4,28,21
L,LC,36,4905539,437200.312,321,72,162,2,E,E,32,18,4,0,0,4,100,0,0,0,0,0,0
L,LL,1,4904735,449694.812,256,37,40,1,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,LL,2,4904670.5,450134.625,238,24,20,1,I,I,0,0,0,0,4,0,50,7,4,4,0,4,4
L,LL,3,4904497.5,450033.375,313,42,34,1,I,I,0,0,0,0,4,0,50,4,4,4,0,0,4
L,LL,4,4904332.5,449926.344,360,55,2,1,E,E,10,9,0,0,0,0,50,0,0,0,0,0,0
L,LL,5,4904171.5,449812.156,362,65,114,2,I,I,0,0,22,0,8,22,100,53,14,7,18,28,7
L,LL,6,4903482.5,449805.656,392,33,318,2,I,I,0,0,32,0,4,32,100,18,11,7,0,11,7
L,LL,7,4903645.5,449912.5,392,74,306,2,I,E,102,5,28,0,0,28,100,18,14,11,0,7,11
L,LL,8,4903817,450017.688,306,62,266,2,I,E,127,6,30,0,0,30,100,35,18,7,7,7,21
L,LL,9,4903954.5,450119.375,353,58,224,2,I,I,0,0,52,4,8,56,93,117,46,21,11,85,21
L,LL,10,4904104.5,450237.562,431,35,328,2,I,E,66,3,20,20,8,40,50,99,32,14,4,81,14
L,LL,11,4904263,450342.625,373,38,328,2,I,I,0,0,0,20,4,20,0,53,42,18,0,28,25
L,LL,12,4904421.5,450450.25,312,70,246,2,I,E,121,6,8,4,4,12,67,28,21,7,0,14,14
L,LL,13,4904578,450564,347,56,198,2,I,E,134,7,14,12,0,26,54,39,25,7,7,21,11
L,LL,14,4904741.5,450659.125,391,36,170,2,I,E,129,6,14,0,0,14,100,28,4,4,7,18,4
L,LL,15,4904884.5,450775.094,410,50,202,2,I,E,131,7,36,0,4,36,100,42,25,18,7,11,25
L,LL,16,4904496,450988.531,459,72,282,2,I,I,0,0,46,4,0,50,92,50,11,4,4,32,14
L,LL,17,4904348.5,450879.438,421,60,232,2,I,E,102,5,36,12,8,48,75,32,28,18,0,14,18
L,LL,18,4904200,450769.594,413,50,28,3,I,I,0,0,0,0,0,0,50,0,0,0,0,0,0
L,LL,19,4904045.5,450662.844,373,60,6,3,I,I,0,0,0,0,0,0,50,7,4,4,0,4,4
L,LL,20,4903878,450554.812,423,65,318,2,E,E,79,47,16,18,8,34,47,71,46,25,0,57,14
L,LL,21,4903729,450448.844,454,51,10,2,I,E,111,6,8,8,8,16,50,50,39,14,0,28,21
L,LL,22,4903576,450337.719,447,79,294,2,I,I,0,0,16,0,4,16,100,28,18,18,0,11,18
L,LL,23,4903424.5,450220.438,464,38,218,2,I,E,127,6,30,4,4,34,88,117,50,25,7,74,35
L,LL,24,4903268,450123,472,63,6,2,I,I,0,0,30,4,16,34,88,85,64,42,4,39,42
L,LL,25,4903120,450020.25,469,33,280,2,I,E,127,6,16,8,12,24,67,67,42,25,0,14,53
L,LL,26,4903056.5,450426.062,555,34,320,2,I,I,0,0,28,0,12,28,100,64,46,39,18,25,21
L,LL,27,4903211,450546.125,571,65,295,2,I,E,102,5,48,4,8,52,92,25,18,18,0,7,18
L,LL,28,4903513.5,450758.25,555,33,346,2,I,I,0,0,8,8,4,16,50,42,35,14,4,18,21
L,LL,29,4903657,450859.719,530,60,265,2,I,I,0,0,50,0,20,50,100,166,53,42,28,64,74
L,LL,30,4903800,450957.406,519,75,80,2,I,I,0,0,34,0,6,34,100,28,18,14,0,14,14
L,LL,31,4903978,451081.469,419,65,350,3,E,E,126,74,0,0,16,0,50,57,50,25,14,28,14
L,LL,32,4904129.5,451178.781,463,58,244,2,I,I,0,0,40,0,4,40,100,159,42,32,21,78,60
L,LL,33,4904283.5,451293.719,476,38,240,2,I,I,0,0,40,0,4,40,100,21,11,11,0,7,14
L,LL,34,4903754.5,451376.125,524,89,246,2,I,E,102,5,34,0,16,34,100,74,46,39,4,28,42
L,LT,1,4909204,454116.625,207,61,255,1,I,I,0,0,10,0,0,10,100,11,0,0,7,4,0
L,LT,2,4909209,454312.188,287,53,248,1,I,I,0,0,20,0,0,20,100,4,0,0,4,0,0
L,LT,3,4909180.5,454482.594,366,65,190,1,I,I,0,0,12,0,0,12,100,21,0,0,21,0,0
L,LT,4,4908815.5,454875.812,402,39,235,1,I,I,0,0,16,0,4,16,100,124,7,4,103,14,7
L,LT,5,4908809.5,454677.625,312,35,220,1,I,I,0,0,26,0,4,26,100,35,4,4,32,0,4
L,LT,6,4908804.5,454500.531,250,67,252,1,I,I,0,0,16,8,8,24,67,21,7,7,11,4,7
L,LT,7,4908793.5,454305.531,207,75,42,1,I,I,0,0,16,8,16,24,67,42,42,32,7,11,25
L,LT,8,4908795,454114.438,298,60,62,1,I,E,71,4,12,0,4,12,100,88,21,7,35,28,25
L,LT,9,4908790,453920.906,390,76,48,1,I,E,129,6,16,8,0,24,67,32,7,0,11,18,4
L,LT,10,4908401,454109.781,366,75,102,1,I,E,56,3,6,0,0,6,100,64,25,11,18,35,11
L,LT,11,4908406.5,454299.531,244,65,88,1,I,I,0,0,6,4,12,10,60,57,50,25,7,39,11
L,LT,12,4908407,454496.406,232,64,283,1,I,E,27,1,10,4,0,14,71,7,4,4,0,4,4
L,LT,13,4908408,454689.219,297,45,270,1,I,I,0,0,42,0,0,42,100,177,0,0,106,64,7
L,LT,14,4908408.5,454879.312,362,25,270,1,I,I,0,0,20,4,0,24,83,42,4,4,4,32,7
L,LT,15,4908423,455077.406,427,25,270,1,I,I,0,0,20,0,12,20,100,71,25,21,18,25,28
L,LT,16,4908034,454874.781,403,25,270,1,I,I,0,0,28,0,8,28,100,393,0,0,216,177,0
L,LT,17,4908016,454695.188,333,50,280,1,I,I,0,0,36,0,0,36,100,42,11,0,14,21,7
L,LT,18,4908002.5,454516.844,262,80,270,1,I,E,115,6,0,0,0,0,50,7,7,7,0,4,4
L,LT,19,4908013.5,454314.438,244,65,100,1,I,I,0,0,26,0,8,26,100,85,25,7,18,53,14
L,LT,20,4908012.5,454111.844,344,60,100,1,I,I,0,0,42,0,12,42,100,166,25,14,18,78,71
L,LT,21,4908011.5,453916.031,444,65,120,1,I,I,0,0,16,20,4,36,44,71,7,7,32,32,7
L,LT,22,4907624.5,453913.938,488,85,60,1,I,I,0,0,32,4,20,36,89,53,39,21,0,25,28
L,LT,23,4907619.5,454110.375,366,75,70,1,I,E,80,4,20,0,0,20,100,85,4,0,50,35,0
